DATE,Close
2017/10/9,3374.38 
2017/10/10,3382.99 
2017/10/11,3388.28 
2017/10/12,3386.10 
2017/10/13,3390.52 
2017/10/16,3378.47 
2017/10/17,3372.04 
2017/10/18,3381.79 
2017/10/19,3370.17 
2017/10/20,3378.65 
2017/10/23,3380.70 
2017/10/24,3388.25 
2017/10/25,3396.90 
2017/10/26,3407.57 
2017/10/27,3416.81 
2017/10/30,3390.34 
2017/10/31,3393.34 
2017/11/1,3395.91 
2017/11/2,3383.31 
2017/11/3,3371.74 
2017/11/6,3388.17 
2017/11/7,3413.57 
2017/11/8,3415.46 
2017/11/9,3427.79 
2017/11/10,3432.67 
2017/11/13,3447.84 
2017/11/14,3429.55 
2017/11/15,3402.52 
2017/11/16,3399.25 
2017/11/17,3382.91 
2017/11/20,3392.40 
2017/11/21,3410.50 
2017/11/22,3430.46 
2017/11/23,3351.92 
2017/11/24,3353.82 
2017/11/27,3322.23 
2017/11/28,3333.66 
2017/11/29,3337.86 
2017/11/30,3317.19 
2017/12/1,3317.62 
2017/12/4,3309.62 
2017/12/5,3303.68 
2017/12/6,3293.96 
2017/12/7,3272.05 
2017/12/8,3289.99 
2017/12/11,3322.20 
2017/12/12,3280.81 
2017/12/13,3303.04 
2017/12/14,3292.44 
2017/12/15,3266.14 
2017/12/18,3267.92 
2017/12/19,3296.54 
2017/12/20,3287.61 
2017/12/21,3300.06 
2017/12/22,3297.06 
2017/12/25,3280.46 
2017/12/26,3306.12 
2017/12/27,3275.78 
2017/12/28,3296.38 
2017/12/29,3307.17 
2018/1/2,3348.33 
2018/1/3,3369.11 
2018/1/4,3385.71 
2018/1/5,3391.75 
2018/1/8,3409.48 
2018/1/9,3413.90 
2018/1/10,3421.83 
2018/1/11,3425.34 
2018/1/12,3428.94 
2018/1/15,3410.49 
2018/1/16,3436.59 
2018/1/17,3444.67 
2018/1/18,3474.75 
2018/1/19,3487.86 
2018/1/22,3501.36 
2018/1/23,3546.50 
2018/1/24,3559.47 
2018/1/25,3548.31 
2018/1/26,3558.13 
2018/1/29,3523.00 
2018/1/30,3488.01 
2018/1/31,3480.83 
2018/2/1,3446.98 
2018/2/2,3462.08 
2018/2/5,3487.50 
2018/2/6,3370.65 
2018/2/7,3309.26 
2018/2/8,3262.05 
2018/2/9,3129.85 
2018/2/12,3154.13 
2018/2/13,3184.96 
2018/2/14,3199.16 
2018/2/22,3268.56 
2018/2/23,3289.02 
2018/2/26,3329.57 
2018/2/27,3292.07 
2018/2/28,3259.41 
2018/3/1,3273.75 
2018/3/2,3254.53 
2018/3/5,3256.93 
2018/3/6,3289.64 
2018/3/7,3271.67 
2018/3/8,3288.41 
2018/3/9,3307.17 
2018/3/12,3326.70 
2018/3/13,3310.24 
2018/3/14,3291.38 
2018/3/15,3291.11 
2018/3/16,3269.88 
2018/3/19,3279.25 
2018/3/20,3290.64 
2018/3/21,3280.95 
2018/3/22,3263.48 
2018/3/23,3152.76 
2018/3/26,3133.72 
2018/3/27,3166.65 
2018/3/28,3122.29 
2018/3/29,3160.53 
2018/3/30,3168.90 
2018/4/2,3163.18 
2018/4/3,3136.63 
2018/4/4,3131.11 
2018/4/9,3138.29 
2018/4/10,3190.32 
2018/4/11,3208.08 
2018/4/12,3180.16 
2018/4/13,3159.05 
2018/4/16,3110.65 
2018/4/17,3066.80 
2018/4/18,3091.40 
2018/4/19,3117.38 
2018/4/20,3071.54 
2018/4/23,3068.01 
2018/4/24,3128.93 
2018/4/25,3117.97 
2018/4/26,3075.03 
2018/4/27,3082.23 
2018/5/2,3081.18 
2018/5/3,3100.86 
2018/5/4,3091.03 
2018/5/7,3136.64 
2018/5/8,3161.50 
2018/5/9,3159.15 
2018/5/10,3174.41 
2018/5/11,3163.26 
2018/5/14,3174.03 
2018/5/15,3192.12 
2018/5/16,3169.57 
2018/5/17,3154.28 
2018/5/18,3193.30 
2018/5/21,3213.84 
2018/5/22,3214.35 
2018/5/23,3168.96 
2018/5/24,3154.65 
2018/5/25,3141.30 
2018/5/28,3135.08 
2018/5/29,3120.46 
2018/5/30,3041.44 
2018/5/31,3095.47 
2018/6/1,3075.14 
2018/6/4,3091.19 
2018/6/5,3114.21 
2018/6/6,3115.18 
2018/6/7,3109.50 
2018/6/8,3067.15 
2018/6/11,3052.78 
2018/6/12,3079.80 
2018/6/13,3049.80 
2018/6/14,3044.16 
2018/6/15,3021.90 
2018/6/19,2907.82 
2018/6/20,2915.73 
2018/6/21,2875.81 
2018/6/22,2889.76 
2018/6/25,2859.34 
2018/6/26,2844.51 
2018/6/27,2813.18 
2018/6/28,2786.90 
2018/6/29,2847.42 
2018/7/2,2775.56 
2018/7/3,2786.89 
2018/7/4,2759.13 
2018/7/5,2733.88 
2018/7/6,2747.23 
2018/7/9,2815.11 
2018/7/10,2827.63 
2018/7/11,2777.77 
2018/7/12,2837.66 
2018/7/13,2831.18 
2018/7/16,2814.04 
2018/7/17,2798.13 
2018/7/18,2787.26 
2018/7/19,2772.55 
2018/7/20,2829.27 
2018/7/23,2859.54 
2018/7/24,2905.56 
2018/7/25,2903.65 
2018/7/26,2882.23 
2018/7/27,2873.59 
2018/7/30,2869.05 
2018/7/31,2876.40 
2018/8/1,2824.53 
2018/8/2,2768.02 
2018/8/3,2740.44 
2018/8/6,2705.16 
2018/8/7,2779.37 
2018/8/8,2744.07 
2018/8/9,2794.38 
2018/8/10,2795.31 
2018/8/13,2785.87 
2018/8/14,2780.96 
2018/8/15,2723.26 
2018/8/16,2705.19 
2018/8/17,2668.97 
2018/8/20,2698.47 
2018/8/21,2733.83 
2018/8/22,2714.61 
2018/8/23,2724.62 
2018/8/24,2729.43 
2018/8/27,2780.90 
2018/8/28,2777.98 
2018/8/29,2769.29 
2018/8/30,2737.74 
2018/8/31,2725.25 
2018/9/3,2720.73 
2018/9/4,2750.58 
2018/9/5,2704.34 
2018/9/6,2691.59 
2018/9/7,2702.30 
2018/9/10,2669.48 
2018/9/11,2664.80 
2018/9/12,2656.11 
2018/9/13,2686.58 
2018/9/14,2681.64 
2018/9/17,2651.79 
2018/9/18,2699.95 
2018/9/19,2730.85 
2018/9/20,2729.24 
2018/9/21,2797.48 
2018/9/25,2781.14 
2018/9/26,2806.81 
2018/9/27,2791.77 
2018/9/28,2821.35 
2018/10/8,2716.51 
2018/10/9,2721.01 
2018/10/10,2725.84 
2018/10/11,2583.46 
2018/10/12,2606.91 
2018/10/15,2568.10 
2018/10/16,2546.33 
2018/10/17,2561.61 
2018/10/18,2486.42 
2018/10/19,2550.47 
2018/10/22,2654.88 
2018/10/23,2594.83 
2018/10/24,2603.30 
2018/10/25,2603.80 
2018/10/26,2598.85 
2018/10/29,2542.10 
2018/10/30,2568.05 
2018/10/31,2602.78 
2018/11/1,2606.24 
2018/11/2,2676.48 
2018/11/5,2665.43 
2018/11/6,2659.36 
2018/11/7,2641.34 
2018/11/8,2635.63 
2018/11/9,2598.87 
2018/11/12,2630.52 
2018/11/13,2654.88 
2018/11/14,2632.24 
2018/11/15,2668.17 
2018/11/16,2679.11 
2018/11/19,2703.51 
2018/11/20,2645.85 
2018/11/21,2651.51 
2018/11/22,2645.43 
2018/11/23,2579.48 
2018/11/26,2575.81 
2018/11/27,2574.68 
2018/11/28,2601.74 
2018/11/29,2567.44 
2018/11/30,2588.19 
2018/12/3,2654.80 
2018/12/4,2665.96 
2018/12/5,2649.81 
2018/12/6,2605.18 
2018/12/7,2605.89 
2018/12/10,2584.58 
2018/12/11,2594.09 
2018/12/12,2602.15 
2018/12/13,2634.05 
2018/12/14,2593.74 
2018/12/17,2597.97 
2018/12/18,2576.65 
2018/12/19,2549.56 
2018/12/20,2536.27 
2018/12/21,2516.25 
2018/12/24,2527.01 
2018/12/25,2504.82 
2018/12/26,2498.29 
2018/12/27,2483.09 
2018/12/28,2493.90 
